Date,Open,High,Low,Close,Volume,Prev_Close,Prev_High,Prev_Low,Prev_Volume,MA5_Close,MA10_Close,Volatility_Close,MA5_Volume,MA10_Volume,Volatility_Volume,MA5_Open,MA10_Open,Volatility_Open,MA5_High,MA10_High,Volatility_High,MA5_Low,MA10_Low,Volatility_Low,MACD_Close,MACD_Volume,MACD_Open,MACD_High,MACD_Low,RSI_14_Close,RSI_14_Volume,RSI_14_Open,RSI_14_High,RSI_14_Low
2024-02-01,62.0971,63.188,61.6471,63.024,369163114.08575,61.5241,62.2661,60.6972,453816166.68401,62.16188,61.279219999999995,0.850992415947394,394562022.00564605,430707781.25375193,40419965.53728932,61.723479999999995,60.88653999999999,0.7795037665080159,62.64206,61.85051000000001,0.6938474637843371,61.21514,60.17298000000001,0.7164540131785927,1.7556370356830868,-15984297.234661937,1.7588465200505965,1.752026483528475,1.7742699423710064,83.6556882514576,48.26250328531233,74.64657243071919,78.04326585463967,82.7354084406542
2024-02-02,63.971,66.5969,63.687,66.1569,476600015.88443,63.024,63.188,61.6471,369163114.08575,63.18764,61.946090000000005,1.7543205374161195,411816643.730494,424015084.178879,54218956.19742432,62.326260000000005,61.48501,1.1266980176605372,63.60542,62.560480000000005,1.7452198391606553,61.838499999999996,60.819449999999996,1.2046245493927514,1.9819935148159686,-11378850.959452331,1.862925903888744,1.9718747475516452,1.9031795348430691,86.96943134782217,52.288567088780546,77.61664727241512,82.46562800091668,85.2904909717262
2024-02-05,68.2218,69.4937,67.2018,69.3287,680109926.19702,66.1569,66.5969,63.687,476600015.88443,64.56096,62.91384000000001,3.1649144029499428,478088759.74819803,446728488.07344306,120210872.45394523,63.724799999999995,62.30257,2.6856961322905075,65.00694000000001,63.47703,2.9908544636942653,63.098040000000005,61.63291,2.5379203933535166,2.3524571139895585,6323080.608042896,2.214002878089005,2.31849759543487,2.2224687391942766,89.32841368370451,58.824802722449306,82.59703452281121,85.19457957409759,88.45965039190531
2024-02-06,69.6267,69.7507,66.2969,68.2198,683143418.55275,69.3287,69.4937,67.2018,680109926.19702,65.6507,63.748799999999996,3.328384657007063,532566528.28079206,485576002.109491,141842341.95460844,65.07074,63.30852,3.672235463991952,66.25908,64.46137999999999,3.469283815429325,63.90599999999999,62.40436999999999,2.8295621613598865,2.5358073846926956,20225236.12396419,2.558628563594567,2.5786454403528225,2.3817315373113743,83.62825516364266,58.91515288556908,83.87411891548356,85.41150290885706,83.47333738612326
2024-02-07,68.3158,70.2167,67.5968,70.0957,495597807.41275,68.2198,69.7507,66.2969,683143418.55275,67.36502,64.62246,2.843734772618583,540922856.42654,479106077.488884,137197782.10239998,66.44648,64.10998,3.232840284796045,67.8492,65.19844,2.9673295856712354,65.28592,63.17053,2.5411807918760103,2.7805377910169042,17641536.995171785,2.704870272972073,2.7836585747109837,2.569071998982551,85.33327946489781,51.40502230570583,78.11394565521493,85.81727917687368,84.79890219772133
2024-02-08,70.0707,70.7907,69.4517,69.6377,414441558.91251,70.0957,70.2167,67.5968,495597807.41275,68.68776,65.42482,1.5747796696681469,549978545.391892,472270283.698769,123873935.5897181,68.0412,64.88234,2.4138781069060102,69.36974000000001,66.00590000000001,1.6267764775776037,66.84684000000001,64.03099,2.1071755415720657,2.9062622128818276,9669802.492042243,2.911597257834906,2.951551482102211,2.8164957443406777,83.05889253512166,48.522558186549084,80.08564209071703,86.32195383346911,86.46694463847187
2024-02-09,70.5297,72.1816,70.2087,72.1296,436657381.45658,69.6377,70.7907,69.4517,414441558.91251,69.8823,66.53497,1.4340593798724448,541990018.506322,476903331.118408,130878954.06434864,69.35294,65.83959999999999,1.0404356217470299,70.48668,67.04605000000001,1.0683804341150187,68.15118,64.99484,1.6257117447442722,3.148602070074759,4929829.888215184,3.0716732492942214,3.1475168819440498,3.0307210647713276,85.34720005049923,49.35966342422326,80.57847296184052,87.48415966417423,87.08957484336744
2024-02-12,72.5966,74.6075,71.2467,72.2446,613738981.54149,72.1296,72.1816,70.2087,436657381.45658,70.46548,67.51321999999999,1.7175272187072232,528715829.575216,503402294.6617069,115873839.5898239,70.2279,66.97635,1.5607772598933234,71.50944000000001,68.25819,1.9577222167610493,68.96016,66.0291,1.9987767003843742,3.3093573778031455,13939421.135899186,3.309843986781715,3.4386867745013205,3.237447263938094,85.44490537259557,55.5627269169315,82.65954173827453,89.20672050361085,87.91089991518196
2024-02-13,70.3967,73.4466,69.6167,72.1246,602608429.20696,72.2446,74.6075,71.2467,613738981.54149,71.24644,68.44856999999999,1.2707976719368839,512608831.7060579,522587679.993425,92225329.96185304,70.3819,67.72632,1.5241862271389637,72.24862,69.25385,1.8205900299078313,69.62412,66.76506,1.333633169953195,3.387727742562916,20002669.2081846,3.2975807979828318,3.5417652213142645,3.2428686322280242,84.80937665916305,55.10581233985393,73.61774394127525,83.29845850463549,79.37168118069461
2024-02-14,73.1986,74.2325,71.9346,73.8965,504941115.8755,72.1246,73.4466,69.6167,602608429.20696,72.0066,69.68581,1.5222603440279914,514477493.398608,527700174.912574,91888526.73516336,71.35846000000001,68.90247,1.4308439058821525,73.05178,70.45049000000002,1.5684341927539687,70.49168,67.88879999999999,1.0699648835356086,3.5392786604412407,17363374.344561994,3.454720042860558,3.6387158675786537,3.3790555137480283,86.41600023734682,51.13238971296472,77.05962574967407,84.06775375819365,82.0428614489455
2024-02-15,73.8655,73.9715,72.3966,72.6546,420141526.40057,73.8965,74.2325,71.9346,504941115.8755,72.60998,70.64887,0.7511634123146735,515617486.89622,532798016.144056,90359827.82369383,72.11742,70.07931,1.5760773670731014,73.68794,71.52884,0.942051969373126,71.08066,68.96375,1.1610312239553888,3.5253326009189294,8858190.184524953,3.5866259262177493,3.6531622283943364,3.480382930399628,80.02732704391642,47.90272970511184,77.80194357987376,82.70526793845055,82.52848329415255
2024-02-16,74.0965,74.3985,72.4976,72.6096,495349865.77734,72.6546,73.9715,72.3966,420141526.40057,72.70598,71.29414,0.7035874302460386,527355983.760372,534673001.1333469,80849722.64785644,72.83077999999999,71.09186000000001,1.4821917780773435,74.13132,72.309,0.44798265814624216,71.53844000000001,69.84481000000001,1.1823246267414518,3.4703744558333227,7677350.468621731,3.665397900071895,3.653871490986205,3.5268550000313468,79.79711736145308,50.8668270325631,78.06668693761213,83.18539326679851,82.6390141094435
